몬스터ID,몬스터명,MVP,레벨,종족,속성,드롭1,확률1,드롭2,확률2,드롭3,확률3,드롭4,확률4,드롭5,확률5,드롭6,확률6,드롭7,확률7,드롭8,확률8,MVP드롭1,MVP확률1,MVP드롭2,MVP확률2,MVP드롭3,MVP확률3
1438,Khalitzburg,,63,언데드,불사,,,,,,,,,,,,,,,,,,,,,,
1482,Zealotus,,63,인간형,무속성,,,,,,,,,,,,,,,,,,,,,,
1488,Anolian,,63,어류,물,,,,,,,,,,,,,,,,,,,,,,
1527,Clock Tower Manager,,63,무형,무속성,,,,,,,,,,,,,,,,,,,,,,
1533,Seal,,63,동물,물,,,,,,,,,,,,,,,,,,,,,,
1564,Evil Nymph,,63,악마,어둠,,,,,,,,,,,,,,,,,,,,,,
1601,Permeter,,63,동물,무속성,,,,,,,,,,,,,,,,,,,,,,
1884,Mavka,,63,식물,땅,Principles_Of_Magic,0.05%,Singing_Flower,3.00%,Singing_Plant,3.00%,Illusion_Flower,0.50%,Crystal_Mirror,15.00%,Witherless_Rose,3.00%,Blue_Herb,30.00%,,,,,,,,
1886,Mavka,,63,식물,땅,,,,,,,,,,,,,,,,,,,,,,
1086,Golden Thief Bug,★MVP,64,곤충,불,Gold,10.00%,Golden_Mace,1.50%,Golden_Gear,2.50%,Golden_Bell,5.00%,Emperium,3.00%,Elunium,20.00%,Oridecon,15.00%,Golden_Bug_Card,0.01%,Gold_Ring,20.00%,Ora_Ora,10.00%,,
1297,Ancient Mummy,,64,언데드,불사,Rotten_Bandage,44.13%,Mementos,18.00%,Glove_,0.01%,Silver_Ring,1.50%,Yellow_Herb,6.50%,Oridecon_Stone,1.50%,Elunium_Stone,1.00%,Ancient_Mummy_Card,0.01%,,,,,,
1299,Goblin Leader,,64,인간형,바람,Brigan,15.00%,Steel,8.00%,Oridecon_Stone,1.20%,Goblin_Mask_04,0.50%,Shield_,0.02%,Yellow_Herb,6.50%,Angry_Mouth,0.10%,Goblin_Leader_Card,0.01%,,,,,,
1300,Caterpillar,,64,곤충,땅,Feather,30.00%,Brigan,53.35%,Twilight_Desert,0.20%,Star_Crumb,1.00%,Great_Nature,0.50%,Blue_Potion,0.12%,Yellow_Herb,5.00%,Caterpillar_Card,0.01%,,,,,,
1377,Elder,,64,인간형,무속성,Old_Magic_Circle,40.00%,Rent_Spell_Book,15.00%,Rent_Scroll,15.00%,Encyclopedia,0.10%,Wizardy_Staff,0.01%,Old_Card_Album,0.01%,Underground_Key,30.00%,Elder_Card,0.01%,,,,,,
1522,Ancient Mummy,,64,언데드,불사,,,,,,,,,,,,,,,,,,,,,,
1539,Goblin Leader,,64,인간형,바람,,,,,,,,,,,,,,,,,,,,,,
1573,Elder,,64,인간형,무속성,,,,,,,,,,,,,,,,,,,,,,
1666,Photon Cannon,,64,무형,무속성,Large_Jellopy,50.00%,Azure_Jewel,10.00%,Sticky_Mucus,10.00%,,,,,,,,,,,,,,,,
1115,Eddga,★MVP,65,동물,불,Fire_Brand,1.50%,Smoking_Pipe,2.50%,Honey,100.00%,Katar_Of_Raging_Blaze,5.00%,Tiger_Footskin,2.50%,Elunium,23.00%,Krieg,1.00%,Eddga_Card,0.01%,Tiger's_Skin,50.00%,Tiger_Footskin,10.00%,Flame_Heart,30.00%
1205,Executioner,,65,무형,어둠,Bloody_Edge,0.05%,Phlogopite,15.00%,Lapier_,0.80%,Scimiter_,0.60%,Ring_Pommel_Saber_,0.40%,Steel,1.20%,Oridecon,1.45%,Executioner_Card,0.01%,,,,,,
1262,Mutant Dragonoid,,65,드래곤,불,Brigan,48.50%,Dragon_Canine,5.00%,Dragon_Scale,5.00%,Rotten_Bandage,5.00%,Legacy_Of_Dragon,1.00%,Pyroxene,15.00%,Dragon_Breath,0.50%,Mutant_Dragon_Card,0.01%,,,,,,
1296,Kobold Leader,,65,인간형,바람,Steel,4.50%,Cobold_Hair,63.05%,Zargon,12.00%,Flail_,0.06%,Mighty_Staff,0.02%,Panacea,1.50%,Royal_Jelly,1.00%,Kobold_Leader_Card,0.01%,,,,,,
1371,False Angel,,65,천사,성,Blue_Gemstone,10.00%,Yellow_Gemstone,10.00%,Red_Gemstone,10.00%,Water_Of_Darkness,10.00%,Carrot_Whip,0.20%,Fake_Angel_Card,0.01%,,,,,,,,,,
1385,Deleter,,65,드래곤,불,Dragon's_Skin,40.74%,Dragon_Canine,53.35%,Dragon_Train,38.80%,Dragon_Scale,35.89%,Deleter_Card,0.01%,,,,,,,,,,,,
1405,Tengu,,65,악마,땅,Tengu's_Nose,35.00%,Broken_Wine_Vessel,55.00%,Huuma_Giant_Wheel,0.05%,Fruit_Of_Mastela,1.50%,Huuma_Giant_Wheel_,0.05%,Imperial_Cooking_Kits,0.20%,Earth_Scroll_1_5,1.00%,Tengu_Card,0.01%,,,,,,
1449,Mutant Dragonoid,,65,드래곤,불,,,,,,,,,,,,,,,,,,,,,,
1487,Executioner,,65,무형,어둠,,,,,,,,,,,,,,,,,,,,,,
1548,Kobold Leader,,65,인간형,바람,,,,,,,,,,,,,,,,,,,,,,
1563,Tengu,,65,악마,땅,,,,,,,,,,,,,,,,,,,,,,
1667,Photon Cannon,,65,무형,무속성,Large_Jellopy,50.00%,Golden_Jewel,10.00%,Sticky_Mucus,10.00%,,,,,,,,,,,,,,,,
1698,Death Word,,65,무형,무속성,Worn_Out_Page,40.00%,Bookclip_In_Memory,3.00%,Legend_Of_Kafra01,0.50%,Bloody_Page,5.00%,Vidar's_Boots,0.10%,Cookbook08,0.02%,Cookbook09,0.01%,Deathword_Card,0.01%,,,,,,
1774,Seeker,,65,무형,바람,Prickly_Fruit_,10.00%,Will_Of_Darkness,10.00%,Elunium,0.20%,Starsand_Of_Witch,40.00%,Bloody_Rune,10.00%,Berdysz,0.20%,Seeker_Card,0.01%,,,,,,,,
1310,Majoruros,,66,동물,불,Nose_Ring,44.13%,Two_Handed_Axe_,0.04%,Lemon,3.00%,Oridecon,0.16%,White_Herb,18.50%,Silver_Ring,1.60%,Star_Crumb,2.50%,Majoruros_Card,0.01%,,,,,,
1365,Apocalypse,,66,무형,무속성,Broken_Steel_Piece,53.35%,Mystery_Piece,24.00%,Wheel,22.00%,Elunium,0.05%,Destroyer_,0.01%,Manteau_,0.20%,Steel,25.00%,Apocalips_Card,0.01%,,,,,,
1384,Deleter,,66,드래곤,불,Dragon's_Skin,40.74%,Dragon_Canine,53.35%,Dragon_Train,38.80%,Dragon_Scale,35.89%,Flying_Deleter_Card,0.01%,,,,,,,,,,,,
1654,Armeyer Dinze,,66,인간형,땅,Armlet_Of_Prisoner,10.00%,Muffler_,0.01%,Buster_,0.50%,Battle_Axe_,0.40%,Mink_Coat,0.10%,Axe_,0.80%,Windhawk,0.10%,Armaia_Card,0.01%,,,,,,
1660,Armeyer Dinze,,66,인간형,땅,Gift_Box,0.10%,,,,,,,,,,,,,,,,,,,,
1664,Photon Cannon,,66,무형,무속성,Large_Jellopy,50.00%,Dark_Red_Jewel,10.00%,Sticky_Mucus,10.00%,,,,,,,,,,,,,,,,
1724,Photon Cannon,,66,무형,무속성,,,,,,,,,,,,,,,,,,,,,,
1872,Hell Fly,,66,곤충,바람,,,,,,,,,,,,,,,,,,,,,,
2010,Ox,,66,악마,유령,,,,,,,,,,,,,,,,,,,,,,
1150,Moonlight Flower,★MVP,67,악마,불,Spectral_Spear,5.00%,Moonlight_Sword,1.00%,Long_Mace,1.50%,Punisher,5.00%,Silver_Knife_Of_Chaste,6.50%,Elunium,26.00%,Staff_Of_Bordeaux,1.00%,Moonlight_Flower_Card,0.01%,Fox_Tail,50.00%,White_Potion,15.00%,Golden_Jewel,5.00%
1305,Ancient Worm,,67,곤충,독,Short_Leg,44.13%,Zargon,25.00%,Boots_,0.09%,Bowman_Scarf,0.05%,Round_Shell,6.80%,Sticky_Mucus,35.00%,Brigan,25.00%,Ancient_Worm_Card,0.01%,,,,,,
1382,Diabolic,,67,악마,어둠,Petite_DiablOfs_Horn,58.20%,Petite_DiablOfs_Wing,48.50%,Brooch,0.03%,Oridecon,0.20%,Unholy_Touch,0.10%,Diabolic_Card,0.01%,,,,,,,,,,
1386,Sleeper,,67,무형,땅,Sand_Lump,49.47%,Grit,53.35%,Great_Nature,25.00%,Oridecon_Stone,3.00%,Damascus_,0.05%,Hypnotist's_Staff_,0.05%,Fine_Sand,12.00%,Sleeper_Card,0.01%,,,,,,
1567,Ancient Worm,,67,곤충,독,,,,,,,,,,,,,,,,,,,,,,
1665,Photon Cannon,,67,무형,무속성,Large_Jellopy,50.00%,Blue_Jewel,10.00%,Sticky_Mucus,10.00%,Destroyer,0.05%,,,,,,,,,,,,,,
2014,Draco Egg,,67,드래곤,땅,Piece_Of_Egg_Shell,50.00%,Egg_Shell,0.20%,,,,,,,,,,,,,,,,,,
1292,Mini Demon,,68,악마,어둠,Petite_DiablOfs_Horn,44.13%,Petite_DiablOfs_Wing,4.50%,Satanic_Chain,0.03%,Elunium_Stone,1.60%,Zargon,25.00%,Sacred_Marks,0.10%,Ahlspiess,0.05%,Mini_Demon_Card,0.01%,,,,,,
1318,Heater,,68,동물,불,Turtle_Shell,44.13%,Broken_Shell,7.50%,Fire_Scroll_2_5,1.00%,Zargon,16.40%,Royal_Jelly,1.40%,Brigan,6.00%,Burn_Tree,12.50%,Heater_Card,0.01%,,,,,,
1381,Grizzly,,68,동물,불,Bear's_Foot,50.00%,Animal's_Skin,50.00%,Nice_Sweet_Potato,25.00%,Grizzly_Card,0.01%,,,,,,,,,,,,,,
1399,Baphomet,★MVP,68,악마,어둠,Pole_Axe,5.50%,War_Axe,6.80%,Holy_Avenger,4.80%,Holy_Guard,6.40%,Holy_Robe,15.00%,Herald_Of_GOD,5.00%,Ring_,17.20%,Magestic_Goat,15.50%,Yggdrasilberry,55.00%,Royal_Jelly,50.00%,Crystal_Jewel__,50.00%
1600,Heater,,68,동물,불,,,,,,,,,,,,,,,,,,,,,,
1617,Old Stove,,68,무형,무속성,Battered_Kettle,10.00%,Burn_Tree,10.00%,Iron,5.00%,Lusty_Iron,0.50%,Iron_Ore,10.00%,Branch_Of_Dead_Tree,0.50%,Old_Steel_Plate,38.00%,Waste_Stove_Card,0.01%,,,,,,
1624,Old Stove,,68,무형,무속성,,,,,,,,,,,,,,,,,,,,,,
2074,Curupira,,68,인간형,땅,Meat,30.00%,Elunium_Stone,2.50%,Emveretarcon,0.10%,Tiger_Skin_Panties,5.00%,Mace_,1.00%,,,,,,,,,,,,
1159,Phreeoni,★MVP,69,동물,무속성,Thin_N'_Long_Tongue,97.00%,Forturn_Sword,5.00%,Sucsamad,1.50%,Jaws_Of_Ant,50.00%,Mr_Scream,3.00%,Elunium,29.00%,Weihna,1.00%,Phreeoni_Card,0.01%,Frozen_Heart,5.00%,Crystal_Jewel,10.00%,Star_Crumb,40.00%
1372,Goat,,69,동물,불,Goat's_Horn,45.59%,Gaoat's_Skin,25.00%,Empty_Bottle,50.00%,Red_Herb,5.00%,Blue_Herb,10.00%,Yellow_Herb,25.00%,Green_Herb,55.00%,Goat_Card,0.01%,,,,,,
1401,Shinobi,,69,인간형,어둠,Broken_Shuriken,53.35%,Ninja_Suit,0.02%,Cyfar,22.00%,Shinobi's_Sash,1.00%,Thief_Clothes_,0.01%,Black_Mask,20.00%,Murasame_,0.05%,Shinobi_Card,0.01%,,,,,,
1560,Shinobi,,69,인간형,어둠,,,,,,,,,,,,,,,,,,,,,,
1618,Ungoliant,,69,곤충,독,Long_Limb,45.00%,Jaws_Of_Ant,35.00%,Colorful_Shell,10.00%,Olivine,15.00%,Fluorescent_Liquid,25.00%,Dark_Red_Jewel,15.00%,Boots_,5.00%,Ungoliant_Card,0.01%,,,,,,
1717,Ferus,,69,드래곤,땅,Delicious_Fish,51.00%,Dragon_Canine,10.00%,Dragon_Scale,35.89%,Dragonball_Green,8.00%,Great_Nature,0.20%,Dragonball_Green,1.00%,Ferus__Card,0.01%,,,,,,,,
1737,Aliza,,69,인간형,무속성,Brigan,40.00%,Morpheus's_Shawl,0.10%,Rosary_,0.10%,Alice's_Apron,0.05%,Imperial_Cooking_Kits,0.50%,Sway_Apron,0.01%,Orleans_Server,0.05%,Aliza_Card,0.01%,,,,,,
1746,Aliza,,69,인간형,무속성,Sturdy_Iron_Piece,5.00%,,,,,,,,,,,,,,,,,,,,
1753,Frus,,69,악마,어둠,Rune_Of_Darkness,35.00%,Brigan,10.00%,Red_Gemstone,10.00%,Earring_,0.03%,Mantle_,0.10%,Elunium_Stone,5.00%,Frus_Card,0.01%,,,,,,,,
1760,Ferus,,69,드래곤,땅,,,,,,,,,,,,,,,,,,,,,,
1762,Frus,,69,악마,어둠,Rune_Of_Darkness,5.00%,,,,,,,,,,,,,,,,,,,,
1770,Echio,,69,인간형,무속성,Suspicious_Hat,25.00%,Seed_Of_Yggdrasil,0.10%,Bloody_Rune,40.00%,Beret,0.20%,Holy_Arrow_Quiver,0.20%,Bloody_Rune,1.00%,Divine_Cloth,0.20%,Echio_Card,0.01%,,,,,,
1787,Echio,,69,인간형,무속성,Suspicious_Hat,0.01%,,,,,,,,,,,,,,,,,,,,
1112,Drake,★MVP,70,언데드,불사,Saber_,6.00%,Ring_Pommel_Saber_,9.50%,Cutlas,1.50%,Hae_Dong_Gum_,4.00%,Corsair,3.50%,Elunium,32.00%,Krasnaya,1.00%,Drake_Card,0.01%,White_Potion,50.00%,Violet_Jewel,5.00%,,
1283,Chimera,,70,동물,불,Brigan,53.35%,Slender_Snake,25.00%,Lemon,10.00%,War_Axe,0.01%,Citrine,15.00%,Great_Axe,0.01%,Oridecon,1.60%,Chimera_Card,0.01%,,,,,,
1316,Solider,,70,동물,땅,Turtle_Shell,44.13%,Broken_Shell,0.64%,Stone_Piece,8.50%,Yellow_Herb,21.00%,Zargon,12.40%,Honey,8.50%,Chain,0.01%,Solider_Card,0.01%,,,,,,
1376,Harpy,,70,악마,바람,Harpy's_Feather,48.50%,Harpy's_Claw,25.00%,Yellow_Herb,15.00%,Yellow_Herb,8.00%,Izidor,0.20%,Electric_Fist,0.20%,Harpy_Card,0.01%,,,,,,,,
1456,Chimera,,70,동물,불,,,,,,,,,,,,,,,,,,,,,,
1583,Tao Gunka,★MVP,70,악마,무속성,Gemstone,48.50%,Stone_Piece,48.50%,Golden_Jewel,10.00%,Binoculars,4.00%,White_Potion,30.00%,Iron_Ore,10.00%,Gemmed_Sallet_,0.05%,Tao_Gunka_Card,0.01%,Oridecon,60.00%,Old_Violet_Box,30.00%,Blue_Potion,60.00%
1602,Solider,,70,동물,땅,,,,,,,,,,,,,,,,,,,,,,
1691,Kraben,,70,무형,유령,Leaflet_Of_Aloe,0.01%,Leaflet_Of_Aloe,0.01%,Leaflet_Of_Aloe,0.01%,Leaflet_Of_Aloe,0.01%,Leaflet_Of_Aloe,0.01%,Leaflet_Of_Aloe,0.01%,Leaflet_Of_Aloe,0.01%,,,,,,,,
1714,Ferus,,70,드래곤,불,Strawberry,22.00%,Dragon_Canine,10.00%,Dragon's_Skin,10.00%,Dragon_Scale,20.00%,Dragonball_Red,8.00%,Flame_Heart,0.20%,Magni_Cap,0.50%,Ferus_Card,0.01%,,,,,,
1752,Skogul,,70,악마,어둠,Rune_Of_Darkness,35.00%,Brigan,10.00%,Red_Gemstone,10.00%,Rouge,5.00%,Skul_Ring,1.00%,Elunium_Stone,5.00%,Blood_Tears,0.05%,Skogul_Card,0.01%,,,,,,
1758,Ferus,,70,드래곤,불,,,,,,,,,,,,,,,,,,,,,,
1761,Skogul,,70,악마,어둠,Rune_Of_Darkness,5.00%,,,,,,,,,,,,,,,,,,,,
1975,Beholder master,,70,무형,바람,Prickly_Fruit,30.00%,Anodyne,1.00%,Rough_Wind,1.00%,Elunium,0.10%,Chameleon_Armor,0.10%,Old_Blue_Box,0.02%,Linen_Glove,0.02%,,,,,,,,
2073,Toucan,,70,동물,바람,Talon,30.00%,Cyfar,10.00%,Blue_Herb,0.50%,Yellow_Herb,1.00%,Flower_Ring,2.00%,,,,,,,,,,,,
1201,Rybio,,71,악마,무속성,Thin_N'_Long_Tongue,38.80%,Executioner's_Mitten,0.03%,White_Herb,18.00%,Crystal_Jewel_,0.30%,Frozen_Heart,0.10%,Oridecon,1.00%,Izidor,0.30%,Rybio_Card,0.01%,,,,,,
1204,Ogretooth,,71,무형,어둠,Old_Hilt,0.01%,Silver_Knife_Of_Chaste,0.50%,Muscovite,15.00%,Dagger_,0.70%,Stiletto_,0.40%,Steel,1.20%,Oridecon,1.89%,Tirfing_Card,0.01%,,,,,,
1315,Assaulter,,71,인간형,바람,Turtle_Shell,44.13%,Broken_Armor_Piece,12.00%,Rust_Suriken,8.40%,Yellow_Herb,12.80%,Zargon,12.40%,Huuma_Bird_Wing,0.05%,Old_Blue_Box,0.01%,Assulter_Card,0.01%,,,,,,
1483,Rybio,,71,악마,무속성,,,,,,,,,,,,,,,,,,,,,,
1486,Ogretooth,,71,무형,어둠,,,,,,,,,,,,,,,,,,,,,,
1492,Samurai Specter,★MVP,71,인간형,어둠,Masamune,0.02%,Elunium,35.00%,Assassin_Mask_,5.00%,Yggdrasilberry,45.00%,Steel,63.05%,Huuma_Blaze,75.00%,Azoth,0.80%,Incant_Samurai_Card,0.01%,Yggdrasilberry,55.00%,Seed_Of_Yggdrasil,35.00%,Elunium,55.00%
1505,Loli Ruri,,71,악마,어둠,Black_Kitty_Doll,8.00%,Striped_Socks,30.00%,Bat_Cage,50.44%,Elunium,1.00%,Loki's_Whispers,0.01%,Lunatic_Brooch,0.05%,Loli_Ruri_Card,0.01%,,,,,,,,
1542,Incantation Samurai,,71,인간형,어둠,,,,,,,,,,,,,,,,,,,,,,
1622,Teddy Bear,,71,무형,무속성,Screw,38.00%,Honey,10.00%,Oridecon_Hammer,3.00%,Gold_Lux,0.05%,Angry_Mouth,0.50%,Cursed_Lucky_Brooch,0.10%,Elunium,1.00%,Teddy_Bear_Card,0.01%,,,,,,
1866,Hell Poodle,,71,악마,어둠,Monster's_Feed,50.00%,Tooth_Blade,0.10%,Wild_Beast_Claw,0.10%,Skel_Bone,45.00%,Well_Dried_Bone,0.20%,Animal's_Skin,55.00%,Pet_Food,4.00%,Hell_Poodle_Card,0.01%,,,,,,
1892,Lolo Ruri,,71,악마,어둠,,,,,,,,,,,,,,,,,,,,,,
2072,Jaguar,,71,동물,땅,Leopard_Skin,30.00%,Leopard_Talon,20.00%,Animal's_Skin,10.00%,Oridecon_Stone,0.40%,Claw_,0.01%,,,,,,,,,,,,
1046,Doppelganger,★MVP,72,악마,어둠,Plate_Armor_,2.50%,Broad_Sword_,2.20%,Zweihander,1.50%,Sharp_Gear,3.50%,Lance_,5.50%,Elunium,36.86%,Oridecon,27.00%,Doppelganger_Card,0.01%,Cardinal_Jewel_,15.00%,Blue_Potion,60.00%,,
1259,Gryphon,,72,동물,바람,Talon_Of_Griffin,25.00%,Brigan,53.35%,Soft_Feather,1.20%,Guisarme_,15.00%,Pole_Axe,0.01%,Oridecon,1.85%,Rough_Wind,1.50%,Gryphon_Card,0.01%,,,,,,
1319,Freezer,,72,동물,물,Turtle_Shell,44.13%,Broken_Shell,8.50%,Ice_Piece,12.50%,Zargon,18.00%,Royal_Jelly,1.60%,Cyfar,6.00%,Cold_Scroll_1_5,1.00%,Freezer_Card,0.01%,,,,,,
1447,Gryphon,,72,동물,바람,,,,,,,,,,,,,,,,,,,,,,
1507,Bloody Murderer,,72,인간형,어둠,Old_Manteau,41.71%,Distorted_Portrait,10.00%,Rusty_Cleaver,20.00%,Mr_Scream,0.50%,Oridecon,1.00%,Mama's_Knife,0.03%,Ginnungagap,0.01%,Bloody_Murderer_Card,0.01%,,,,,,
1518,White Lady,,72,인간형,물,Long_Hair,55.00%,Old_Blue_Box,0.02%,Old_Violet_Box,0.02%,Limpid_Celestial_Robe,30.00%,Soft_Silk_Cloth,10.00%,Crystal_Mirror,5.00%,Tiara,0.01%,,,,,,,,
1594,Freezer,,72,동물,물,,,,,,,,,,,,,,,,,,,,,,
1676,Venatu,,72,무형,무속성,Screw,20.00%,Piece_Of_Crest1,3.50%,Steel,3.00%,Mystery_Piece,3.00%,Drifter,0.05%,Elunium,0.10%,High_end_Cooking_Kits,1.00%,Venatu_Card,0.01%,,,,,,
1681,Gemini-S58,,72,무형,물,Skull,30.00%,Old_Blue_Box,10.00%,Butcher_,0.05%,Yellow_Slim_Potion,5.00%,White_Slim_Potion,4.00%,Cookbook08,0.06%,Stone_Of_Intelligence_,3.00%,Gemini_Card,0.01%,,,,,,
1731,Doppelganger,,72,천사,유령,Warrior_Symbol,100.00%,,,,,,,,,,,,,,,,,,,,
1823,Freezer,,72,동물,물,Wooden_Block_,30.00%,,,,,,,,,,,,,,,,,,,,
1887,Freezer,,72,동물,물,Cyfar,20.00%,Ice_Piece,20.00%,,,,,,,,,,,,,,,,,,
1966,Doppelganger,,72,악마,어둠,,,,,,,,,,,,,,,,,,,,,,
1976,Cobalt Mineral,,72,무형,무속성,Fragment_Of_Crystal,30.00%,Golden_Jewel,5.00%,Elemental_Sword,0.05%,Oridecon,0.80%,Emveretarcon,8.00%,Yellow_Gemstone,1.00%,Gold,0.02%,Emperium,0.02%,,,,,,
1202,Phendark,,73,인간형,무속성,Thin_N'_Long_Tongue,38.80%,Executioner's_Mitten,0.04%,White_Herb,18.00%,Oridecon,1.50%,Electric_Wire,1.00%,Phendark_Card,0.01%,,,,,,,,,,
1252,Hatii,★MVP,73,동물,물,Fang_Of_Garm,55.00%,Ice_Falchon,1.50%,Katar_Of_Cold_Icicle,5.00%,Claw_Of_Garm,5.00%,Elunium,39.77%,Oridecon,29.00%,Garm_Card,0.01%,,,Fang_Of_Garm,10.00%,Old_Blue_Box,30.00%,Mistic_Frozen,30.00%
1290,Skeleton General,,73,언데드,불사,Burn_Tree,25.50%,Oridecon_Stone,1.60%,Yellow_Herb,8.00%,Gladius_,0.35%,Gladius,0.80%,Sandstorm,0.15%,Ghost_Bandana,0.01%,Skeleton_General_Card,0.01%,,,,,,
1418,Evil Snake Lord,★MVP,73,동물,유령,Taegeuk_Plate,58.20%,Sword_Of_Grave_Keeper,51.00%,Hell_Fire,0.80%,Ph.D_Hat,0.80%,Gae_Bolg,5.00%,Pill,9.00%,Sway_Apron,20.00%,Dark_Snake_Lord_Card,0.01%,Yggdrasilberry,55.00%,Old_Violet_Box,50.00%,Elunium,55.00%
1484,Phendark,,73,인간형,무속성,,,,,,,,,,,,,,,,,,,,,,
1529,Evil Snake Lord,,73,동물,유령,,,,,,,,,,,,,,,,,,,,,,
1769,Agav,,73,인간형,무속성,Suspicious_Hat,25.00%,High_Fashion_Sandals,0.02%,Bloody_Rune,40.00%,Memorize_Book,0.01%,Holy_Arrow_Quiver,0.50%,Bloody_Rune,1.00%,Agav_Card,0.01%,,,,,,,,
1786,Agav,,73,인간형,무속성,Suspicious_Hat,0.01%,,,,,,,,,,,,,,,,,,,,
1889,Marozka's Guard,,73,동물,물,Cyfar,20.00%,Ice_Piece,20.00%,,,,,,,,,,,,,,,,,,
1977,Heavy Metaling,,73,무형,무속성,Tube,40.00%,Iron_Ore,10.00%,Iron,5.00%,Large_Jellopy,10.00%,Screw,2.00%,Dagger_Of_Hunter,0.05%,Jubilee,50.00%,,,,,,,,
1059,Mistress,★MVP,74,곤충,바람,Gungnir,1.50%,Honey,100.00%,Coronet,2.50%,Old_Card_Album,10.00%,Young_Twig,0.10%,Elunium,42.68%,Red_Square_Bag,1.00%,Mistress_Card,0.01%,Rough_Wind,15.00%,Royal_Jelly,40.00%,Scarlet_Jewel,30.00%
1190,Orc Lord,★MVP,74,인간형,땅,Brood_Axe,4.00%,Ring_,4.00%,Loard_Circlet,4.00%,Doom_Slayer_,4.00%,Old_Violet_Box,10.00%,Elunium,42.68%,Erde,31.00%,Orc_Load_Card,0.01%,Voucher_Of_Orcish_Hero,55.00%,Old_Violet_Box,20.00%,,
1208,Wanderer,,74,악마,바람,Skull,48.50%,Old_Card_Album,0.01%,Hakujin_,0.05%,Centimental_Leaf,0.05%,Leaf_Of_Yggdrasil,6.50%,Oridecon,2.17%,Muramasa,0.01%,Wander_Man_Card,0.01%,,,,,,
1285,Archer Guardian,,74,인간형,무속성,,,,,,,,,,,,,,,,,,,,,,
1291,Wraith Dead,,74,언데드,불사,Transparent_Cloth,44.13%,Wedding_Veil,0.10%,Manteau_,0.08%,Red_Gemstone,7.00%,Crystal_Jewel__,0.05%,Old_Blue_Box,1.00%,Lemon,3.00%,Wraith_Dead_Card,0.01%,,,,,,
1490,Wanderer,,74,악마,바람,,,,,,,,,,,,,,,,,,,,,,
1566,Wraith Dead,,74,언데드,불사,,,,,,,,,,,,,,,,,,,,,,
1098,Anubis,,75,인간형,불사,Rotten_Bandage,30.00%,Healing_Staff,0.10%,Mementos,5.50%,Oridecon,1.05%,Sacred_Masque,43.65%,Mitten_Of_Presbyter,0.01%,Blessed_Wand,0.03%,Anubis_Card,0.01%,,,,,,
1295,Owl Baron,,75,악마,무속성,Tatters_Clothes,35.00%,Soft_Feather,25.00%,Kakkung_,0.02%,Staff_Of_Soul,0.01%,Walking_Stick,0.02%,Wind_Scroll_1_5,1.00%,Magician_Hat,0.05%,Owl_Baron_Card,0.01%,,,,,,
1320,Owl Duke,,75,악마,무속성,Tatters_Clothes,44.13%,Soft_Feather,15.00%,Wind_Scroll_1_5,1.00%,Crystal_Mirror,0.01%,Guisarme,0.03%,Morning_Star,0.02%,Magician_Hat,0.01%,Owl_Duke_Card,0.01%,,,,,,
1374,Incubus,,75,악마,어둠,Fruit_Of_Mastela,15.00%,White_Herb,55.00%,Inccubus_Horn,0.01%,Ring_,0.01%,Gold_Ring,5.00%,Diamond_Ring,1.50%,White_Herb,22.00%,Incubus_Card,0.01%,,,,,,
1390,Violy,,75,인간형,무속성,Golden_Hair,63.05%,High_end_Cooking_Kits,0.50%,Stuffed_Doll,12.00%,Base_Guitar,0.50%,Royal_Jelly,14.00%,Water_Of_Darkness,10.00%,Violin_,5.00%,Violy_Card,0.01%,,,,,,
1580,Incubus,,75,악마,어둠,,,,,,,,,,,,,,,,,,,,,,
1679,Venatu,,75,무형,물,Screw,20.00%,Piece_Of_Crest4,3.00%,Steel,3.00%,Mystery_Piece,3.00%,Hyper_Changer,0.10%,Elunium,0.10%,High_end_Cooking_Kits,1.00%,Venatu_Card,0.01%,,,,,,
1735,Alicel,,75,악마,무속성,Burnt_Parts,20.00%,Sturdy_Iron_Piece,30.00%,Steel,2.00%,Screw,5.00%,Drill_Katar,0.05%,Elunium,0.10%,Vali's_Manteau,0.20%,Alicel_Card,0.01%,,,,,,
1736,Aliot,,75,악마,무속성,Burnt_Parts,20.00%,Sturdy_Iron_Piece,30.00%,Falcon_Robe,0.10%,Screw,5.00%,Claw_,0.10%,Elunium,0.10%,Curved_Sword,0.15%,Aliot_Card,0.01%,,,,,,
1739,Alicel,,75,악마,무속성,Sturdy_Iron_Piece,5.00%,,,,,,,,,,,,,,,,,,,,
1740,Aliot,,75,악마,무속성,Sturdy_Iron_Piece,5.00%,,,,,,,,,,,,,,,,,,,,
1865,Ragged Zombie,,75,언데드,불사,Clattering_Skull,30.00%,Tidal_Shoes,0.15%,Mementos,15.00%,Skel_Bone,45.00%,Expert_Ring,0.02%,Wasteland_Outlaw,0.10%,Ragged_Zombie_Card,0.01%,,,,,,,,
1988,Nepenthes,,75,식물,독,Mandragora_Cap,0.01%,Stem_Of_Nepenthes,0.01%,Harp_Of_Nepenthes,0.01%,Nepenthes_Bow,0.01%,Strong_Bine,30.00%,Yellow_Live,0.50%,Stem,90.00%,,,,,,,,
