ID,이름(영),무기종류,ATK,MATK,슬롯,필요레벨,무기레벨,무게,구매가,판매가,정련,사용직업,효과(요약)
1742,Novice Composite Bow,활,49,0,3,4,1,0,1,0,×,"궁수, BardDancer, 헌터, 로그, 도둑",
1707,Great Bow,활,50,0,2,18,2,100,10000,0,○,"궁수, BardDancer, 헌터, 로그, 도둑",
1708,Great Bow,활,50,0,3,18,2,100,10000,0,○,"궁수, BardDancer, 헌터, 로그, 도둑",
1709,Great Bow,활,50,0,0,18,2,100,10000,0,○,"궁수, BardDancer, 헌터, 로그, 도둑",
1710,Crossbow,활,65,0,2,18,2,90,17000,0,○,"궁수, BardDancer, 헌터, 로그, 도둑",
1711,Crossbow,활,65,0,3,18,2,90,17000,0,○,"궁수, BardDancer, 헌터, 로그, 도둑",
1712,Crossbow,활,65,0,0,18,2,90,17000,0,○,"궁수, BardDancer, 헌터, 로그, 도둑",
1723,Luna Bow,활,100,0,2,30,3,200,20,0,○,헌터,DEF+2
1713,Arbalest,활,90,0,1,33,3,100,48000,0,○,"궁수, BardDancer, 헌터, 로그, 도둑",DEX+2
1714,Gakkung Bow,활,100,0,1,33,3,110,42000,0,○,"궁수, BardDancer, 헌터, 로그, 도둑",
1715,Arbalest,활,90,0,2,33,3,100,48000,0,○,"궁수, BardDancer, 헌터, 로그, 도둑",DEX+2
1716,Gakkung Bow,활,100,0,2,33,3,110,42000,0,○,"궁수, BardDancer, 헌터, 로그, 도둑",
1718,Hunter Bow,활,125,0,0,33,3,150,64000,0,○,헌터,
1726,Hunter Bow,활,125,0,1,33,3,150,64000,0,○,헌터,
1719,Roguemaster's Bow,활,75,0,0,48,4,50,20,0,○,도둑,
1720,Rudra Bow,활,150,0,0,48,4,120,20,0,○,"궁수, BardDancer, 헌터, 로그",INT+5
1745,Falken Blitz,활,100,0,2,50,3,100,0,0,○,"궁수, BardDancer, 헌터","bonus2 bSkillAtk,""SN_SHARPSHOOTING"",10;
bonus2 bSkillAtk,""AC_DOUBLE"",10;
bonus2 "
1730,Burning Bow,활,95,0,1,55,3,140,20,0,○,"궁수, BardDancer, 헌터, 로그","bonus2 bSubEle,Ele_Fire,10;
"
1731,Frozen Bow,활,100,0,1,55,3,140,20,0,○,"궁수, BardDancer, 헌터, 로그","bonus2 bAddEff,Eff_Freeze,1000;
"
1732,Earth Bow,활,105,0,1,55,3,140,20,0,○,"궁수, BardDancer, 헌터, 로그",
1733,Gust Bow,활,95,0,1,55,3,140,20,0,○,"궁수, BardDancer, 헌터, 로그",
1724,Dragon Wing,활,100,0,0,60,4,120,20,0,○,"궁수, BardDancer, 헌터, 로그, 도둑","bonus3 bAddMonsterDropItem,1765,RC_Dragon,300;
bonus bIgnoreDefRace,RC_Dragon;
"
1740,Nepenthes Bow,활,105,0,2,60,4,100,20,0,○,헌터,"bonus4 bAutoSpellOnSkill,""AC_DOUBLE"",""AC_CHARGEARROW"",1,20;
"
1721,Repeating Crossbow,활,95,0,1,65,3,200,89000,0,○,"헌터, 로그, 도둑",
1734,Orc Archer Bow,활,120,0,0,65,3,160,20,0,○,"궁수, BardDancer, 헌터, 로그","bonus2 bAddMonsterDropItem,1753,200;
"
1725,Minstrel Bow,활,120,0,1,70,4,170,20,0,○,"BardDancer, 헌터",INT+2
1736,Double Bound,활,70,0,3,70,3,90,20,0,○,헌터,"bonus3 bAutoSpell,""AC_DOUBLE"",GetSkillLv(""AC_DOUBLE""),10;
"
1737,Ixion Wings,활,135,0,1,70,4,30,20,0,○,헌터,ASPD+7%
1722,Ballista,활,145,0,0,77,4,350,124000,0,○,"BardDancer, 헌터",
1727,Ballista,활,145,0,1,77,4,350,124000,0,○,"BardDancer, 헌터",
1738,Valorous Battle CrossBow,활,100,0,0,80,3,0,0,0,○,"궁수, BardDancer, 헌터, 로그, 도둑",DEX+2
1739,Brave Battle CrossBow,활,100,0,0,80,3,0,0,0,○,"궁수, BardDancer, 헌터, 로그, 도둑","INT+10, DEX+2"
1741,Cursed Lyre,활,125,0,1,80,4,125,20,0,○,"궁수, BardDancer, 헌터",LUK+-2
1743,Glorious Hunter Bow,활,100,0,0,80,4,0,0,0,○,"궁수, BardDancer, 헌터, 로그, 도둑","bonus2 bAddRace,RC_DemiHuman,55;
bonus2 bAddRace,RC_Player_Human,55;
bonus2 bIgn"
